Mês,Estação,Trecho,Sentido,Trecho macro,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa Horário da Coleta,Faixa de Quilometragem,É réptil mais atropelado?
2,Verão,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,17,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 775 e 800,0
2,Verão,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,sim,sim,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,12,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,sim,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,sim,não,não,sim,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,não,sim,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,10,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 25 e 50,0
2,Verão,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 25 e 50,0
2,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),3,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 50 e 75,0
2,Verão,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,6,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,sim,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Sem divisão,3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Sem divisão,3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,não,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,90,Sem Chuva,Não,não,não,não,não,sim,sim,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
2,Verão,13,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,sim,não,Acostamento,não,Entre 06 e 12,Entre 825 e 850,0
2,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
2,Verão,5,JF,Serra,Sem divisão,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,sim,sim,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,8,JF,Planalto,Canteiro Divisório,4,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Sem divisão,3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,14,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,3,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 100 e 125,0
2,Verão,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,10,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,6,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 12 e 18,Entre 50 e 75,0
2,Verão,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem Chuva,sim,não,não,não,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,3,RJ,Serra,Sem divisão,3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,não,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,10,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,13,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
2,Verão,3,RJ,Serra,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 100 e 125,0
2,Verão,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),5,90,Chuva fina,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,50,Chuva fina,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,sim,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Sem divisão,2,Pavimento flexível (asfalto),3,70,Sem Chuva,sim,não,não,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),3,110,Sem Chuva,Não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,11,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,60,Chuva fina,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
2,Verão,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),3,70,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Sem divisão,2,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,sim,sim,sim,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 75 e 100,0
2,Verão,3,JF,Serra,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 75 e 100,0
2,Verão,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,12,RJ,Planalto,Defensa Metálica,3,Pavimento flexível (asfalto),6,90,Sem Chuva,Não,não,sim,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Sem divisão,3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,não,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,sim,não,Acostamento,não,Entre 12 e 18,Entre 825 e 850,0
2,Verão,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 825 e 850,0
2,Verão,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 775 e 800,0
2,Verão,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 775 e 800,0
2,Verão,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 775 e 800,0
2,Verão,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,não,sim,não,não,não,Desconhecido,não,Entre 00 e 06,Entre 775 e 800,0
2,Verão,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,sim,não,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,6,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,6,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
2,Verão,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
2,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 12 e 18,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,sim,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
2,Verão,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 100 e 125,0
2,Verão,17,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,sim,Acostamento,não,Entre 06 e 12,Entre 775 e 800,0
2,Verão,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,15,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
2,Verão,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,sim,não,sim,não,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
2,Verão,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,sim,não,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
2,Verão,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,sim,não,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
2,Verão,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,sim,não,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
2,Verão,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,Não,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 12 e 18,Entre 75 e 100,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Barreira rígida (New Jersey),2,Pavimento semi-flexível,4,70,Sem Chuva,sim,não,sim,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
2,Verão,3,RJ,Serra,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),4,70,Sem Chuva,sim,não,sim,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
